"run","default_observer_minPycor","DI_f_2","default_observer_minPxcor","DO_f_3","DO_f_2","DI_doublefail","randomSeed","DO_doublefail","default_observer_maxPycor","default_observer_maxPxcor","DI_s_3","DI_s_2","DI_f_3","DO_s_3","DO_s_2"
32,-16,-0.99,-16,-0.1,-0.2,-0.99,1997909442,-0.6,16,16,0.2,0.4,0.1,0.2,0.2
34,-16,-0.99,-16,-0.1,-0.2,-0.99,1997909616,-0.6,16,16,0.2,0.4,0.1,0.2,0.4
36,-16,-0.99,-16,-0.1,-0.2,-0.99,1997909753,-0.6,16,16,0.2,0.4,0.1,0.3,0.1
38,-16,-0.99,-16,-0.1,-0.2,-0.99,1997909851,-0.6,16,16,0.2,0.4,0.1,0.3,0.3
40,-16,-0.99,-16,-0.1,-0.2,-0.99,1997909948,-0.6,16,16,0.2,0.4,0.1,0.3,0.5
42,-16,-0.99,-16,-0.1,-0.2,-0.99,1997910011,-0.6,16,16,0.2,0.4,0.1,0.4,0.2
44,-16,-0.99,-16,-0.1,-0.2,-0.99,1997910115,-0.6,16,16,0.2,0.4,0.1,0.4,0.4
46,-16,-0.99,-16,-0.1,-0.2,-0.99,1997910210,-0.6,16,16,0.2,0.4,0.1,0.5,0.1
48,-16,-0.99,-16,-0.1,-0.2,-0.99,1997910294,-0.6,16,16,0.2,0.4,0.1,0.5,0.3
50,-16,-0.99,-16,-0.1,-0.2,-0.99,1997910440,-0.6,16,16,0.2,0.4,0.1,0.5,0.5
52,-16,-0.99,-16,-0.1,-0.2,-0.99,1997910560,-0.6,16,16,0.2,0.5,0.1,0.1,0.2
54,-16,-0.99,-16,-0.1,-0.2,-0.99,1997910709,-0.6,16,16,0.2,0.5,0.1,0.1,0.4
56,-16,-0.99,-16,-0.1,-0.2,-0.99,1997910781,-0.6,16,16,0.2,0.5,0.1,0.2,0.1
58,-16,-0.99,-16,-0.1,-0.2,-0.99,1997910900,-0.6,16,16,0.2,0.5,0.1,0.2,0.3
60,-16,-0.99,-16,-0.1,-0.2,-0.99,1997910975,-0.6,16,16,0.2,0.5,0.1,0.2,0.5
62,-16,-0.99,-16,-0.1,-0.2,-0.99,1997911057,-0.6,16,16,0.2,0.5,0.1,0.3,0.2
64,-16,-0.99,-16,-0.1,-0.2,-0.99,1997911101,-0.6,16,16,0.2,0.5,0.1,0.3,0.4
66,-16,-0.99,-16,-0.1,-0.2,-0.99,1997911202,-0.6,16,16,0.2,0.5,0.1,0.4,0.1
68,-16,-0.99,-16,-0.1,-0.2,-0.99,1997911285,-0.6,16,16,0.2,0.5,0.1,0.4,0.3
70,-16,-0.99,-16,-0.1,-0.2,-0.99,1997911337,-0.6,16,16,0.2,0.5,0.1,0.4,0.5
72,-16,-0.99,-16,-0.1,-0.2,-0.99,1997911385,-0.6,16,16,0.2,0.5,0.1,0.5,0.2
74,-16,-0.99,-16,-0.1,-0.2,-0.99,1997911444,-0.6,16,16,0.2,0.5,0.1,0.5,0.4
76,-16,-0.99,-16,-0.1,-0.2,-0.99,1997911564,-0.6,16,16,0.2,0.6,0.1,0.1,0.1
78,-16,-0.99,-16,-0.1,-0.2,-0.99,1997911616,-0.6,16,16,0.2,0.6,0.1,0.1,0.3
80,-16,-0.99,-16,-0.1,-0.2,-0.99,1997911692,-0.6,16,16,0.2,0.6,0.1,0.1,0.5
82,-16,-0.99,-16,-0.1,-0.2,-0.99,1997911783,-0.6,16,16,0.2,0.6,0.1,0.2,0.2
84,-16,-0.99,-16,-0.1,-0.2,-0.99,1997911910,-0.6,16,16,0.2,0.6,0.1,0.2,0.4
86,-16,-0.99,-16,-0.1,-0.2,-0.99,1997911989,-0.6,16,16,0.2,0.6,0.1,0.3,0.1
88,-16,-0.99,-16,-0.1,-0.2,-0.99,1997912199,-0.6,16,16,0.2,0.6,0.1,0.3,0.3
90,-16,-0.99,-16,-0.1,-0.2,-0.99,1997912287,-0.6,16,16,0.2,0.6,0.1,0.3,0.5
92,-16,-0.99,-16,-0.1,-0.2,-0.99,1997912346,-0.6,16,16,0.2,0.6,0.1,0.4,0.2
94,-16,-0.99,-16,-0.1,-0.2,-0.99,1997912391,-0.6,16,16,0.2,0.6,0.1,0.4,0.4
96,-16,-0.99,-16,-0.1,-0.2,-0.99,1997912453,-0.6,16,16,0.2,0.6,0.1,0.5,0.1
98,-16,-0.99,-16,-0.1,-0.2,-0.99,1997912492,-0.6,16,16,0.2,0.6,0.1,0.5,0.3
100,-16,-0.99,-16,-0.1,-0.2,-0.99,1997912609,-0.6,16,16,0.2,0.6,0.1,0.5,0.5
102,-16,-0.99,-16,-0.1,-0.2,-0.99,1997912655,-0.6,16,16,0.2,0.7,0.1,0.1,0.2
104,-16,-0.99,-16,-0.1,-0.2,-0.99,1997912722,-0.6,16,16,0.2,0.7,0.1,0.1,0.4
106,-16,-0.99,-16,-0.1,-0.2,-0.99,1997912789,-0.6,16,16,0.2,0.7,0.1,0.2,0.1
108,-16,-0.99,-16,-0.1,-0.2,-0.99,1997912858,-0.6,16,16,0.2,0.7,0.1,0.2,0.3
110,-16,-0.99,-16,-0.1,-0.2,-0.99,1997912915,-0.6,16,16,0.2,0.7,0.1,0.2,0.5
112,-16,-0.99,-16,-0.1,-0.2,-0.99,1997912997,-0.6,16,16,0.2,0.7,0.1,0.3,0.2
114,-16,-0.99,-16,-0.1,-0.2,-0.99,1997913061,-0.6,16,16,0.2,0.7,0.1,0.3,0.4
116,-16,-0.99,-16,-0.1,-0.2,-0.99,1997913125,-0.6,16,16,0.2,0.7,0.1,0.4,0.1
118,-16,-0.99,-16,-0.1,-0.2,-0.99,1997913190,-0.6,16,16,0.2,0.7,0.1,0.4,0.3
120,-16,-0.99,-16,-0.1,-0.2,-0.99,1997913247,-0.6,16,16,0.2,0.7,0.1,0.4,0.5
122,-16,-0.99,-16,-0.1,-0.2,-0.99,1997913314,-0.6,16,16,0.2,0.7,0.1,0.5,0.2
124,-16,-0.99,-16,-0.1,-0.2,-0.99,1997913364,-0.6,16,16,0.2,0.7,0.1,0.5,0.4
