"run","default_observer_minPycor","DI_f_2","default_observer_minPxcor","DO_f_3","DO_f_2","DI_doublefail","randomSeed","DO_doublefail","default_observer_maxPycor","default_observer_maxPxcor","DI_s_3","DI_s_2","DI_f_3","DO_s_3","DO_s_2"
1,-16,-1.0,-16,-0.1,-0.2,-0.99,1403238253,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
3,-16,-0.8,-16,-0.1,-0.2,-0.99,1403241088,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
5,-16,-0.6,-16,-0.1,-0.2,-0.99,1403241792,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
7,-16,-0.4,-16,-0.1,-0.2,-0.99,1403243154,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
9,-16,-0.2,-16,-0.1,-0.2,-0.99,1403243988,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
11,-16,0.0,-16,-0.1,-0.2,-0.99,1403244881,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
13,-16,-0.9,-16,-0.1,-0.2,-0.99,1403245320,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
15,-16,-0.7,-16,-0.1,-0.2,-0.99,1403245567,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
17,-16,-0.5,-16,-0.1,-0.2,-0.99,1403245781,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
19,-16,-0.3,-16,-0.1,-0.2,-0.99,1403246064,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
21,-16,-0.1,-16,-0.1,-0.2,-0.99,1403246247,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
23,-16,-1.0,-16,-0.1,-0.2,-0.99,1403246656,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
25,-16,-0.8,-16,-0.1,-0.2,-0.99,1403246792,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
27,-16,-0.6,-16,-0.1,-0.2,-0.99,1403246915,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
29,-16,-0.4,-16,-0.1,-0.2,-0.99,1403247177,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
31,-16,-0.2,-16,-0.1,-0.2,-0.99,1403247281,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
33,-16,0.0,-16,-0.1,-0.2,-0.99,1403247379,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
35,-16,-0.9,-16,-0.1,-0.2,-0.99,1403247457,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
37,-16,-0.7,-16,-0.1,-0.2,-0.99,1403247589,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
39,-16,-0.5,-16,-0.1,-0.2,-0.99,1403247677,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
41,-16,-0.3,-16,-0.1,-0.2,-0.99,1403247767,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
43,-16,-0.1,-16,-0.1,-0.2,-0.99,1403247870,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
45,-16,-1.0,-16,-0.1,-0.2,-0.99,1403247993,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
47,-16,-0.8,-16,-0.1,-0.2,-0.99,1403248224,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
49,-16,-0.6,-16,-0.1,-0.2,-0.99,1403248352,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
51,-16,-0.4,-16,-0.1,-0.2,-0.99,1403248491,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
53,-16,-0.2,-16,-0.1,-0.2,-0.99,1403248601,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
55,-16,0.0,-16,-0.1,-0.2,-0.99,1403248702,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
57,-16,-0.9,-16,-0.1,-0.2,-0.99,1403248865,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
59,-16,-0.7,-16,-0.1,-0.2,-0.99,1403248969,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
61,-16,-0.5,-16,-0.1,-0.2,-0.99,1403249087,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
63,-16,-0.3,-16,-0.1,-0.2,-0.99,1403249229,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
65,-16,-0.1,-16,-0.1,-0.2,-0.99,1403249339,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
67,-16,-1.0,-16,-0.1,-0.2,-0.99,1403249434,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
69,-16,-0.8,-16,-0.1,-0.2,-0.99,1403249505,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
71,-16,-0.6,-16,-0.1,-0.2,-0.99,1403249598,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
73,-16,-0.4,-16,-0.1,-0.2,-0.99,1403249681,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
75,-16,-0.2,-16,-0.1,-0.2,-0.99,1403249742,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
77,-16,0.0,-16,-0.1,-0.2,-0.99,1403249808,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
79,-16,-0.9,-16,-0.1,-0.2,-0.99,1403249876,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
81,-16,-0.7,-16,-0.1,-0.2,-0.99,1403250002,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
83,-16,-0.5,-16,-0.1,-0.2,-0.99,1403250203,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
85,-16,-0.3,-16,-0.1,-0.2,-0.99,1403250287,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
87,-16,-0.1,-16,-0.1,-0.2,-0.99,1403250346,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
89,-16,-1.0,-16,-0.1,-0.2,-0.99,1403250422,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
91,-16,-0.8,-16,-0.1,-0.2,-0.99,1403250486,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
93,-16,-0.6,-16,-0.1,-0.2,-0.99,1403250577,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
95,-16,-0.4,-16,-0.1,-0.2,-0.99,1403250643,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
97,-16,-0.2,-16,-0.1,-0.2,-0.99,1403250726,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
99,-16,0.0,-16,-0.1,-0.2,-0.99,1403250795,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
101,-16,-0.9,-16,-0.1,-0.2,-0.99,1403250885,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
103,-16,-0.7,-16,-0.1,-0.2,-0.99,1403250965,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
105,-16,-0.5,-16,-0.1,-0.2,-0.99,1403251030,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
107,-16,-0.3,-16,-0.1,-0.2,-0.99,1403251070,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
109,-16,-0.1,-16,-0.1,-0.2,-0.99,1403251137,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
111,-16,-1.0,-16,-0.1,-0.2,-0.99,1403251220,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
113,-16,-0.8,-16,-0.1,-0.2,-0.99,1403251297,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
115,-16,-0.6,-16,-0.1,-0.2,-0.99,1403251349,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
117,-16,-0.4,-16,-0.1,-0.2,-0.99,1403251411,-0.6,16,16,0.1,0.4,-0.1,0.1,0.2
