"run","Winner"
611,"empty"
611,"Spy"
613,"empty"
613,"Spy"
615,"empty"
615,"Spy"
617,"empty"
617,"Spy"
619,"empty"
619,"Spy"
621,"empty"
621,"Spy"
623,"empty"
623,"Spy"
625,"empty"
625,"Spy"
627,"empty"
627,"Spy"
629,"empty"
629,"Resistance"
631,"empty"
631,"Resistance"
633,"empty"
633,"Resistance"
635,"empty"
635,"Spy"
637,"empty"
637,"Spy"
639,"empty"
639,"Spy"
641,"empty"
641,"Resistance"
643,"empty"
643,"Spy"
645,"empty"
645,"Resistance"
647,"empty"
647,"Spy"
649,"empty"
649,"Spy"
651,"empty"
651,"Resistance"
653,"empty"
653,"Spy"
655,"empty"
655,"Spy"
657,"empty"
657,"Spy"
659,"empty"
659,"Resistance"
661,"empty"
661,"Resistance"
663,"empty"
663,"Resistance"
665,"empty"
665,"Spy"
667,"empty"
667,"Spy"
669,"empty"
669,"Resistance"
671,"empty"
671,"Spy"
673,"empty"
673,"Resistance"
675,"empty"
675,"Resistance"
677,"empty"
677,"Spy"
679,"empty"
679,"Resistance"
681,"empty"
681,"Resistance"
683,"empty"
683,"Spy"
685,"empty"
685,"Spy"
687,"empty"
687,"Resistance"
689,"empty"
689,"Spy"
691,"empty"
691,"Resistance"
693,"empty"
693,"Resistance"
695,"empty"
695,"Resistance"
697,"empty"
697,"Spy"
699,"empty"
699,"Spy"
701,"empty"
701,"Resistance"
703,"empty"
703,"Resistance"
705,"empty"
705,"Resistance"
707,"empty"
707,"Spy"
709,"empty"
709,"Spy"
711,"empty"
711,"Spy"
713,"empty"
713,"Resistance"
715,"empty"
715,"Resistance"
717,"empty"
717,"Resistance"
719,"empty"
719,"Spy"
721,"empty"
721,"Spy"
723,"empty"
723,"Spy"
725,"empty"
725,"Spy"
727,"empty"
727,"Spy"
729,"empty"
729,"Spy"
2,"empty"
2,"Spy"
4,"empty"
4,"Spy"
6,"empty"
6,"Spy"
8,"empty"
8,"Spy"
10,"empty"
10,"Spy"
12,"empty"
12,"Resistance"
14,"empty"
14,"Spy"
16,"empty"
16,"Spy"
18,"empty"
18,"Resistance"
20,"empty"
20,"Spy"
22,"empty"
22,"Spy"
24,"empty"
24,"Resistance"
26,"empty"
26,"Spy"
28,"empty"
28,"Resistance"
30,"empty"
30,"Resistance"
32,"empty"
32,"Spy"
34,"empty"
34,"Spy"
36,"empty"
36,"Resistance"
38,"empty"
38,"Spy"
40,"empty"
40,"Spy"
42,"empty"
42,"Resistance"
44,"empty"
44,"Spy"
46,"empty"
46,"Spy"
48,"empty"
48,"Spy"
50,"empty"
50,"Spy"
52,"empty"
52,"Resistance"
54,"empty"
54,"Spy"
56,"empty"
56,"Spy"
58,"empty"
58,"Spy"
60,"empty"
60,"Resistance"
62,"empty"
62,"Spy"
64,"empty"
64,"Spy"
66,"empty"
66,"Spy"
68,"empty"
68,"Spy"
70,"empty"
70,"Spy"
72,"empty"
72,"Resistance"
74,"empty"
74,"Spy"
76,"empty"
76,"Resistance"
78,"empty"
78,"Spy"
80,"empty"
80,"Spy"
82,"empty"
82,"Resistance"
84,"empty"
84,"Spy"
86,"empty"
86,"Spy"
88,"empty"
88,"Spy"
90,"empty"
90,"Resistance"
92,"empty"
92,"Spy"
94,"empty"
94,"Spy"
96,"empty"
96,"Resistance"
98,"empty"
98,"Spy"
100,"empty"
100,"Spy"
102,"empty"
102,"Spy"
104,"empty"
104,"Spy"
106,"empty"
106,"Spy"
108,"empty"
108,"Spy"
110,"empty"
110,"Spy"
112,"empty"
112,"Spy"
114,"empty"
114,"Resistance"
116,"empty"
116,"Resistance"
118,"empty"
118,"Resistance"
120,"empty"
120,"Spy"
122,"empty"
122,"Spy"
124,"empty"
124,"Spy"
126,"empty"
126,"Resistance"
128,"empty"
128,"Resistance"
130,"empty"
130,"Spy"
132,"empty"
132,"Resistance"
134,"empty"
134,"Spy"
136,"empty"
136,"Spy"
138,"empty"
138,"Resistance"
140,"empty"
140,"Resistance"
142,"empty"
142,"Spy"
144,"empty"
144,"Spy"
146,"empty"
146,"Resistance"
148,"empty"
148,"Resistance"
150,"empty"
150,"Spy"
152,"empty"
152,"Resistance"
154,"empty"
154,"Spy"
156,"empty"
156,"Spy"
158,"empty"
158,"Spy"
160,"empty"
160,"Spy"
162,"empty"
162,"Resistance"
164,"empty"
164,"Resistance"
166,"empty"
166,"Spy"
168,"empty"
168,"Spy"
170,"empty"
170,"Resistance"
172,"empty"
172,"Spy"
174,"empty"
174,"Resistance"
176,"empty"
176,"Spy"
178,"empty"
178,"Spy"
180,"empty"
180,"Spy"
182,"empty"
182,"Resistance"
184,"empty"
184,"Spy"
186,"empty"
186,"Spy"
188,"empty"
188,"Resistance"
190,"empty"
190,"Resistance"
192,"empty"
192,"Spy"
194,"empty"
194,"Resistance"
196,"empty"
196,"Spy"
198,"empty"
198,"Resistance"
200,"empty"
200,"Spy"
202,"empty"
202,"Resistance"
204,"empty"
204,"Spy"
206,"empty"
206,"Resistance"
208,"empty"
208,"Resistance"
210,"empty"
210,"Spy"
212,"empty"
212,"Spy"
214,"empty"
214,"Spy"
216,"empty"
216,"Spy"
218,"empty"
218,"Spy"
220,"empty"
220,"Spy"
222,"empty"
222,"Spy"
224,"empty"
224,"Resistance"
226,"empty"
226,"Resistance"
228,"empty"
228,"Spy"
230,"empty"
230,"Spy"
232,"empty"
232,"Spy"
234,"empty"
234,"Resistance"
236,"empty"
236,"Spy"
238,"empty"
238,"Spy"
240,"empty"
240,"Spy"
242,"empty"
242,"Resistance"
244,"empty"
244,"Resistance"
246,"empty"
246,"Spy"
248,"empty"
248,"Resistance"
250,"empty"
250,"Resistance"
252,"empty"
252,"Spy"
254,"empty"
254,"Spy"
256,"empty"
256,"Spy"
258,"empty"
258,"Resistance"
260,"empty"
260,"Spy"
262,"empty"
262,"Spy"
264,"empty"
264,"Resistance"
266,"empty"
266,"Spy"
268,"empty"
268,"Spy"
270,"empty"
270,"Spy"
272,"empty"
272,"Resistance"
274,"empty"
274,"Spy"
276,"empty"
276,"Spy"
278,"empty"
278,"Spy"
280,"empty"
280,"Spy"
282,"empty"
282,"Resistance"
284,"empty"
284,"Resistance"
286,"empty"
286,"Spy"
288,"empty"
288,"Resistance"
290,"empty"
290,"Spy"
292,"empty"
292,"Spy"
294,"empty"
294,"Resistance"
296,"empty"
296,"Spy"
298,"empty"
298,"Resistance"
300,"empty"
300,"Spy"
302,"empty"
302,"Resistance"
304,"empty"
304,"Spy"
306,"empty"
306,"Resistance"
308,"empty"
308,"Resistance"
310,"empty"
310,"Resistance"
312,"empty"
312,"Spy"
314,"empty"
314,"Spy"
316,"empty"
316,"Spy"
318,"empty"
318,"Spy"
320,"empty"
320,"Spy"
322,"empty"
322,"Resistance"
324,"empty"
324,"Resistance"
326,"empty"
326,"Spy"
328,"empty"
328,"Spy"
330,"empty"
330,"Spy"
332,"empty"
332,"Spy"
334,"empty"
334,"Spy"
336,"empty"
336,"Spy"
338,"empty"
338,"Resistance"
340,"empty"
340,"Spy"
342,"empty"
342,"Resistance"
344,"empty"
344,"Spy"
346,"empty"
346,"Spy"
348,"empty"
348,"Spy"
350,"empty"
350,"Resistance"
352,"empty"
352,"Resistance"
354,"empty"
354,"Spy"
356,"empty"
356,"Resistance"
358,"empty"
358,"Spy"
360,"empty"
360,"Resistance"
362,"empty"
362,"Resistance"
364,"empty"
364,"Resistance"
366,"empty"
366,"Spy"
368,"empty"
368,"Spy"
370,"empty"
370,"Resistance"
372,"empty"
372,"Spy"
374,"empty"
374,"Resistance"
376,"empty"
376,"Spy"
378,"empty"
378,"Spy"
380,"empty"
380,"Resistance"
382,"empty"
382,"Spy"
384,"empty"
384,"Resistance"
386,"empty"
386,"Spy"
388,"empty"
388,"Spy"
390,"empty"
390,"Spy"
392,"empty"
392,"Resistance"
394,"empty"
394,"Resistance"
396,"empty"
396,"Spy"
398,"empty"
398,"Spy"
400,"empty"
400,"Resistance"
402,"empty"
402,"Resistance"
404,"empty"
404,"Resistance"
406,"empty"
406,"Spy"
408,"empty"
408,"Resistance"
410,"empty"
410,"Resistance"
412,"empty"
412,"Resistance"
414,"empty"
414,"Spy"
416,"empty"
416,"Resistance"
418,"empty"
418,"Resistance"
420,"empty"
420,"Resistance"
422,"empty"
422,"Spy"
424,"empty"
424,"Resistance"
426,"empty"
426,"Resistance"
428,"empty"
428,"Resistance"
430,"empty"
430,"Resistance"
432,"empty"
432,"Spy"
434,"empty"
434,"Resistance"
436,"empty"
436,"Spy"
438,"empty"
438,"Resistance"
440,"empty"
440,"Spy"
442,"empty"
442,"Resistance"
444,"empty"
444,"Spy"
446,"empty"
446,"Resistance"
448,"empty"
448,"Spy"
450,"empty"
450,"Spy"
452,"empty"
452,"Spy"
454,"empty"
454,"Resistance"
456,"empty"
456,"Resistance"
458,"empty"
458,"Spy"
460,"empty"
460,"Spy"
462,"empty"
462,"Spy"
464,"empty"
464,"Spy"
466,"empty"
466,"Resistance"
468,"empty"
468,"Spy"
470,"empty"
470,"Resistance"
472,"empty"
472,"Spy"
474,"empty"
474,"Resistance"
476,"empty"
476,"Resistance"
478,"empty"
478,"Resistance"
480,"empty"
480,"Resistance"
482,"empty"
482,"Spy"
484,"empty"
484,"Resistance"
486,"empty"
486,"Spy"
488,"empty"
488,"Resistance"
490,"empty"
490,"Spy"
492,"empty"
492,"Spy"
494,"empty"
494,"Spy"
496,"empty"
496,"Spy"
498,"empty"
498,"Spy"
500,"empty"
500,"Spy"
502,"empty"
502,"Resistance"
504,"empty"
504,"Spy"
506,"empty"
506,"Spy"
508,"empty"
508,"Resistance"
510,"empty"
510,"Spy"
512,"empty"
512,"Spy"
514,"empty"
514,"Spy"
516,"empty"
516,"Spy"
518,"empty"
518,"Spy"
520,"empty"
520,"Resistance"
522,"empty"
522,"Resistance"
524,"empty"
524,"Spy"
526,"empty"
526,"Spy"
528,"empty"
528,"Spy"
530,"empty"
530,"Spy"
532,"empty"
532,"Spy"
534,"empty"
534,"Spy"
536,"empty"
536,"Resistance"
538,"empty"
538,"Resistance"
540,"empty"
540,"Resistance"
542,"empty"
542,"Spy"
544,"empty"
544,"Spy"
546,"empty"
546,"Spy"
548,"empty"
548,"Spy"
550,"empty"
550,"Spy"
552,"empty"
552,"Spy"
554,"empty"
554,"Resistance"
556,"empty"
556,"Spy"
558,"empty"
558,"Spy"
560,"empty"
560,"Spy"
562,"empty"
562,"Resistance"
564,"empty"
564,"Resistance"
566,"empty"
566,"Spy"
568,"empty"
568,"Spy"
570,"empty"
570,"Spy"
572,"empty"
572,"Resistance"
574,"empty"
574,"Spy"
576,"empty"
576,"Spy"
578,"empty"
578,"Spy"
580,"empty"
580,"Spy"
582,"empty"
582,"Spy"
584,"empty"
584,"Spy"
586,"empty"
586,"Spy"
588,"empty"
588,"Spy"
590,"empty"
590,"Spy"
592,"empty"
592,"Resistance"
594,"empty"
594,"Resistance"
596,"empty"
596,"Resistance"
598,"empty"
598,"Spy"
600,"empty"
600,"Spy"
602,"empty"
602,"Spy"
604,"empty"
604,"Resistance"
606,"empty"
606,"Spy"
608,"empty"
608,"Spy"
610,"empty"
610,"Resistance"
612,"empty"
612,"Spy"
614,"empty"
614,"Resistance"
616,"empty"
616,"Spy"
618,"empty"
618,"Resistance"
620,"empty"
620,"Resistance"
622,"empty"
622,"Spy"
624,"empty"
624,"Spy"
626,"empty"
626,"Spy"
628,"empty"
628,"Spy"
630,"empty"
630,"Resistance"
632,"empty"
632,"Spy"
634,"empty"
634,"Spy"
636,"empty"
636,"Spy"
638,"empty"
638,"Spy"
640,"empty"
640,"Spy"
642,"empty"
642,"Spy"
644,"empty"
644,"Spy"
646,"empty"
646,"Spy"
648,"empty"
648,"Spy"
650,"empty"
650,"Spy"
652,"empty"
652,"Spy"
654,"empty"
654,"Spy"
656,"empty"
656,"Resistance"
658,"empty"
658,"Spy"
660,"empty"
660,"Spy"
662,"empty"
662,"Spy"
664,"empty"
664,"Resistance"
666,"empty"
666,"Spy"
668,"empty"
668,"Resistance"
670,"empty"
670,"Spy"
672,"empty"
672,"Spy"
674,"empty"
674,"Spy"
676,"empty"
676,"Spy"
678,"empty"
678,"Spy"
680,"empty"
680,"Resistance"
682,"empty"
682,"Resistance"
684,"empty"
684,"Spy"
686,"empty"
686,"Spy"
688,"empty"
688,"Spy"
690,"empty"
690,"Resistance"
692,"empty"
692,"Resistance"
694,"empty"
694,"Spy"
696,"empty"
696,"Spy"
698,"empty"
698,"Spy"
700,"empty"
700,"Spy"
702,"empty"
702,"Resistance"
704,"empty"
704,"Resistance"
706,"empty"
706,"Spy"
708,"empty"
708,"Resistance"
710,"empty"
710,"Spy"
712,"empty"
712,"Spy"
714,"empty"
714,"Resistance"
716,"empty"
716,"Spy"
718,"empty"
718,"Spy"
720,"empty"
720,"Spy"
722,"empty"
722,"Spy"
724,"empty"
724,"Spy"
726,"empty"
726,"Resistance"
728,"empty"
728,"Spy"
