"run","default_observer_minPycor","DI_f_2","default_observer_minPxcor","DO_f_3","DO_f_2","DI_doublefail","randomSeed","DO_doublefail","default_observer_maxPycor","default_observer_maxPxcor","DI_s_3","DI_s_2","DI_f_3","DO_s_3","DO_s_2"
1,-16,-0.99,-16,-0.1,-0.2,-0.99,1996722136,-0.6,16,16,0.2,0.1,0.1,0.1,0.1
3,-16,-0.99,-16,-0.1,-0.2,-0.99,1996724541,-0.6,16,16,0.2,0.1,0.1,0.1,0.3
5,-16,-0.99,-16,-0.1,-0.2,-0.99,1996724905,-0.6,16,16,0.2,0.1,0.1,0.1,0.5
7,-16,-0.99,-16,-0.1,-0.2,-0.99,1996726208,-0.6,16,16,0.2,0.1,0.1,0.1,0.7
9,-16,-0.99,-16,-0.1,-0.2,-0.99,1996726674,-0.6,16,16,0.2,0.1,0.1,0.1,0.9
11,-16,-0.99,-16,-0.1,-0.2,-0.99,1996727399,-0.6,16,16,0.2,0.1,0.1,0.2,0.2
13,-16,-0.99,-16,-0.1,-0.2,-0.99,1996727646,-0.6,16,16,0.2,0.1,0.1,0.2,0.4
15,-16,-0.99,-16,-0.1,-0.2,-0.99,1996728041,-0.6,16,16,0.2,0.1,0.1,0.2,0.6
17,-16,-0.99,-16,-0.1,-0.2,-0.99,1996728173,-0.6,16,16,0.2,0.1,0.1,0.2,0.8
19,-16,-0.99,-16,-0.1,-0.2,-0.99,1996728379,-0.6,16,16,0.2,0.1,0.1,0.3,0.1
21,-16,-0.99,-16,-0.1,-0.2,-0.99,1996728473,-0.6,16,16,0.2,0.1,0.1,0.3,0.3
23,-16,-0.99,-16,-0.1,-0.2,-0.99,1996728607,-0.6,16,16,0.2,0.1,0.1,0.3,0.5
25,-16,-0.99,-16,-0.1,-0.2,-0.99,1996728853,-0.6,16,16,0.2,0.1,0.1,0.3,0.7
27,-16,-0.99,-16,-0.1,-0.2,-0.99,1996729087,-0.6,16,16,0.2,0.1,0.1,0.3,0.9
29,-16,-0.99,-16,-0.1,-0.2,-0.99,1996729192,-0.6,16,16,0.2,0.1,0.1,0.4,0.2
31,-16,-0.99,-16,-0.1,-0.2,-0.99,1996729349,-0.6,16,16,0.2,0.1,0.1,0.4,0.4
33,-16,-0.99,-16,-0.1,-0.2,-0.99,1996729489,-0.6,16,16,0.2,0.1,0.1,0.4,0.6
35,-16,-0.99,-16,-0.1,-0.2,-0.99,1996729608,-0.6,16,16,0.2,0.1,0.1,0.4,0.8
37,-16,-0.99,-16,-0.1,-0.2,-0.99,1996729664,-0.6,16,16,0.2,0.1,0.1,0.5,0.1
39,-16,-0.99,-16,-0.1,-0.2,-0.99,1996729772,-0.6,16,16,0.2,0.1,0.1,0.5,0.3
41,-16,-0.99,-16,-0.1,-0.2,-0.99,1996729854,-0.6,16,16,0.2,0.1,0.1,0.5,0.5
43,-16,-0.99,-16,-0.1,-0.2,-0.99,1996729916,-0.6,16,16,0.2,0.1,0.1,0.5,0.7
45,-16,-0.99,-16,-0.1,-0.2,-0.99,1996730008,-0.6,16,16,0.2,0.1,0.1,0.5,0.9
47,-16,-0.99,-16,-0.1,-0.2,-0.99,1996730106,-0.6,16,16,0.2,0.1,0.1,0.6,0.2
49,-16,-0.99,-16,-0.1,-0.2,-0.99,1996730255,-0.6,16,16,0.2,0.1,0.1,0.6,0.4
51,-16,-0.99,-16,-0.1,-0.2,-0.99,1996730368,-0.6,16,16,0.2,0.1,0.1,0.6,0.6
53,-16,-0.99,-16,-0.1,-0.2,-0.99,1996730456,-0.6,16,16,0.2,0.1,0.1,0.6,0.8
55,-16,-0.99,-16,-0.1,-0.2,-0.99,1996730577,-0.6,16,16,0.2,0.1,0.1,0.7,0.1
57,-16,-0.99,-16,-0.1,-0.2,-0.99,1996730718,-0.6,16,16,0.2,0.1,0.1,0.7,0.3
59,-16,-0.99,-16,-0.1,-0.2,-0.99,1996730850,-0.6,16,16,0.2,0.1,0.1,0.7,0.5
61,-16,-0.99,-16,-0.1,-0.2,-0.99,1996730924,-0.6,16,16,0.2,0.1,0.1,0.7,0.7
63,-16,-0.99,-16,-0.1,-0.2,-0.99,1996730981,-0.6,16,16,0.2,0.1,0.1,0.7,0.9
65,-16,-0.99,-16,-0.1,-0.2,-0.99,1996731086,-0.6,16,16,0.2,0.1,0.1,0.8,0.2
67,-16,-0.99,-16,-0.1,-0.2,-0.99,1996731133,-0.6,16,16,0.2,0.1,0.1,0.8,0.4
69,-16,-0.99,-16,-0.1,-0.2,-0.99,1996731196,-0.6,16,16,0.2,0.1,0.1,0.8,0.6
71,-16,-0.99,-16,-0.1,-0.2,-0.99,1996731309,-0.6,16,16,0.2,0.1,0.1,0.8,0.8
73,-16,-0.99,-16,-0.1,-0.2,-0.99,1996731374,-0.6,16,16,0.2,0.1,0.1,0.9,0.1
75,-16,-0.99,-16,-0.1,-0.2,-0.99,1996731426,-0.6,16,16,0.2,0.1,0.1,0.9,0.3
77,-16,-0.99,-16,-0.1,-0.2,-0.99,1996731518,-0.6,16,16,0.2,0.1,0.1,0.9,0.5
79,-16,-0.99,-16,-0.1,-0.2,-0.99,1996731591,-0.6,16,16,0.2,0.1,0.1,0.9,0.7
81,-16,-0.99,-16,-0.1,-0.2,-0.99,1996731693,-0.6,16,16,0.2,0.1,0.1,0.9,0.9
83,-16,-0.99,-16,-0.1,-0.2,-0.99,1996731822,-0.6,16,16,0.2,0.2,0.1,0.1,0.2
85,-16,-0.99,-16,-0.1,-0.2,-0.99,1996731924,-0.6,16,16,0.2,0.2,0.1,0.1,0.4
87,-16,-0.99,-16,-0.1,-0.2,-0.99,1996732011,-0.6,16,16,0.2,0.2,0.1,0.1,0.6
89,-16,-0.99,-16,-0.1,-0.2,-0.99,1996732139,-0.6,16,16,0.2,0.2,0.1,0.1,0.8
91,-16,-0.99,-16,-0.1,-0.2,-0.99,1996732303,-0.6,16,16,0.2,0.2,0.1,0.2,0.1
93,-16,-0.99,-16,-0.1,-0.2,-0.99,1996732357,-0.6,16,16,0.2,0.2,0.1,0.2,0.3
95,-16,-0.99,-16,-0.1,-0.2,-0.99,1996732408,-0.6,16,16,0.2,0.2,0.1,0.2,0.5
97,-16,-0.99,-16,-0.1,-0.2,-0.99,1996732479,-0.6,16,16,0.2,0.2,0.1,0.2,0.7
99,-16,-0.99,-16,-0.1,-0.2,-0.99,1996732538,-0.6,16,16,0.2,0.2,0.1,0.2,0.9
101,-16,-0.99,-16,-0.1,-0.2,-0.99,1996732596,-0.6,16,16,0.2,0.2,0.1,0.3,0.2
103,-16,-0.99,-16,-0.1,-0.2,-0.99,1996732667,-0.6,16,16,0.2,0.2,0.1,0.3,0.4
105,-16,-0.99,-16,-0.1,-0.2,-0.99,1996732726,-0.6,16,16,0.2,0.2,0.1,0.3,0.6
107,-16,-0.99,-16,-0.1,-0.2,-0.99,1996732774,-0.6,16,16,0.2,0.2,0.1,0.3,0.8
109,-16,-0.99,-16,-0.1,-0.2,-0.99,1996732854,-0.6,16,16,0.2,0.2,0.1,0.4,0.1
111,-16,-0.99,-16,-0.1,-0.2,-0.99,1996732923,-0.6,16,16,0.2,0.2,0.1,0.4,0.3
113,-16,-0.99,-16,-0.1,-0.2,-0.99,1996733007,-0.6,16,16,0.2,0.2,0.1,0.4,0.5
115,-16,-0.99,-16,-0.1,-0.2,-0.99,1996733059,-0.6,16,16,0.2,0.2,0.1,0.4,0.7
117,-16,-0.99,-16,-0.1,-0.2,-0.99,1996733135,-0.6,16,16,0.2,0.2,0.1,0.4,0.9
119,-16,-0.99,-16,-0.1,-0.2,-0.99,1996733178,-0.6,16,16,0.2,0.2,0.1,0.5,0.2
121,-16,-0.99,-16,-0.1,-0.2,-0.99,1996733263,-0.6,16,16,0.2,0.2,0.1,0.5,0.4
123,-16,-0.99,-16,-0.1,-0.2,-0.99,1996733325,-0.6,16,16,0.2,0.2,0.1,0.5,0.6
125,-16,-0.99,-16,-0.1,-0.2,-0.99,1996733384,-0.6,16,16,0.2,0.2,0.1,0.5,0.8
127,-16,-0.99,-16,-0.1,-0.2,-0.99,1996733429,-0.6,16,16,0.2,0.2,0.1,0.6,0.1
129,-16,-0.99,-16,-0.1,-0.2,-0.99,1996733493,-0.6,16,16,0.2,0.2,0.1,0.6,0.3
131,-16,-0.99,-16,-0.1,-0.2,-0.99,1996733548,-0.6,16,16,0.2,0.2,0.1,0.6,0.5
133,-16,-0.99,-16,-0.1,-0.2,-0.99,1996733604,-0.6,16,16,0.2,0.2,0.1,0.6,0.7
135,-16,-0.99,-16,-0.1,-0.2,-0.99,1996733652,-0.6,16,16,0.2,0.2,0.1,0.6,0.9
137,-16,-0.99,-16,-0.1,-0.2,-0.99,1996733707,-0.6,16,16,0.2,0.2,0.1,0.7,0.2
139,-16,-0.99,-16,-0.1,-0.2,-0.99,1996733773,-0.6,16,16,0.2,0.2,0.1,0.7,0.4
141,-16,-0.99,-16,-0.1,-0.2,-0.99,1996733834,-0.6,16,16,0.2,0.2,0.1,0.7,0.6
143,-16,-0.99,-16,-0.1,-0.2,-0.99,1996733901,-0.6,16,16,0.2,0.2,0.1,0.7,0.8
145,-16,-0.99,-16,-0.1,-0.2,-0.99,1996733996,-0.6,16,16,0.2,0.2,0.1,0.8,0.1
147,-16,-0.99,-16,-0.1,-0.2,-0.99,1996734069,-0.6,16,16,0.2,0.2,0.1,0.8,0.3
149,-16,-0.99,-16,-0.1,-0.2,-0.99,1996734164,-0.6,16,16,0.2,0.2,0.1,0.8,0.5
151,-16,-0.99,-16,-0.1,-0.2,-0.99,1996734227,-0.6,16,16,0.2,0.2,0.1,0.8,0.7
153,-16,-0.99,-16,-0.1,-0.2,-0.99,1996734301,-0.6,16,16,0.2,0.2,0.1,0.8,0.9
155,-16,-0.99,-16,-0.1,-0.2,-0.99,1996734371,-0.6,16,16,0.2,0.2,0.1,0.9,0.2
157,-16,-0.99,-16,-0.1,-0.2,-0.99,1996734434,-0.6,16,16,0.2,0.2,0.1,0.9,0.4
159,-16,-0.99,-16,-0.1,-0.2,-0.99,1996734530,-0.6,16,16,0.2,0.2,0.1,0.9,0.6
161,-16,-0.99,-16,-0.1,-0.2,-0.99,1996734646,-0.6,16,16,0.2,0.2,0.1,0.9,0.8
163,-16,-0.99,-16,-0.1,-0.2,-0.99,1996734690,-0.6,16,16,0.2,0.3,0.1,0.1,0.1
165,-16,-0.99,-16,-0.1,-0.2,-0.99,1996734730,-0.6,16,16,0.2,0.3,0.1,0.1,0.3
167,-16,-0.99,-16,-0.1,-0.2,-0.99,1996734785,-0.6,16,16,0.2,0.3,0.1,0.1,0.5
169,-16,-0.99,-16,-0.1,-0.2,-0.99,1996734852,-0.6,16,16,0.2,0.3,0.1,0.1,0.7
171,-16,-0.99,-16,-0.1,-0.2,-0.99,1996734925,-0.6,16,16,0.2,0.3,0.1,0.1,0.9
173,-16,-0.99,-16,-0.1,-0.2,-0.99,1996734973,-0.6,16,16,0.2,0.3,0.1,0.2,0.2
175,-16,-0.99,-16,-0.1,-0.2,-0.99,1996735092,-0.6,16,16,0.2,0.3,0.1,0.2,0.4
177,-16,-0.99,-16,-0.1,-0.2,-0.99,1996735162,-0.6,16,16,0.2,0.3,0.1,0.2,0.6
179,-16,-0.99,-16,-0.1,-0.2,-0.99,1996735210,-0.6,16,16,0.2,0.3,0.1,0.2,0.8
181,-16,-0.99,-16,-0.1,-0.2,-0.99,1996735253,-0.6,16,16,0.2,0.3,0.1,0.3,0.1
183,-16,-0.99,-16,-0.1,-0.2,-0.99,1996735365,-0.6,16,16,0.2,0.3,0.1,0.3,0.3
185,-16,-0.99,-16,-0.1,-0.2,-0.99,1996735411,-0.6,16,16,0.2,0.3,0.1,0.3,0.5
187,-16,-0.99,-16,-0.1,-0.2,-0.99,1996735477,-0.6,16,16,0.2,0.3,0.1,0.3,0.7
189,-16,-0.99,-16,-0.1,-0.2,-0.99,1996735550,-0.6,16,16,0.2,0.3,0.1,0.3,0.9
191,-16,-0.99,-16,-0.1,-0.2,-0.99,1996735592,-0.6,16,16,0.2,0.3,0.1,0.4,0.2
193,-16,-0.99,-16,-0.1,-0.2,-0.99,1996735645,-0.6,16,16,0.2,0.3,0.1,0.4,0.4
195,-16,-0.99,-16,-0.1,-0.2,-0.99,1996735740,-0.6,16,16,0.2,0.3,0.1,0.4,0.6
197,-16,-0.99,-16,-0.1,-0.2,-0.99,1996735872,-0.6,16,16,0.2,0.3,0.1,0.4,0.8
199,-16,-0.99,-16,-0.1,-0.2,-0.99,1996735935,-0.6,16,16,0.2,0.3,0.1,0.5,0.1
201,-16,-0.99,-16,-0.1,-0.2,-0.99,1996736110,-0.6,16,16,0.2,0.3,0.1,0.5,0.3
203,-16,-0.99,-16,-0.1,-0.2,-0.99,1996736321,-0.6,16,16,0.2,0.3,0.1,0.5,0.5
205,-16,-0.99,-16,-0.1,-0.2,-0.99,1996736366,-0.6,16,16,0.2,0.3,0.1,0.5,0.7
207,-16,-0.99,-16,-0.1,-0.2,-0.99,1996736426,-0.6,16,16,0.2,0.3,0.1,0.5,0.9
209,-16,-0.99,-16,-0.1,-0.2,-0.99,1996736520,-0.6,16,16,0.2,0.3,0.1,0.6,0.2
211,-16,-0.99,-16,-0.1,-0.2,-0.99,1996736577,-0.6,16,16,0.2,0.3,0.1,0.6,0.4
213,-16,-0.99,-16,-0.1,-0.2,-0.99,1996736617,-0.6,16,16,0.2,0.3,0.1,0.6,0.6
215,-16,-0.99,-16,-0.1,-0.2,-0.99,1996736688,-0.6,16,16,0.2,0.3,0.1,0.6,0.8
217,-16,-0.99,-16,-0.1,-0.2,-0.99,1996736784,-0.6,16,16,0.2,0.3,0.1,0.7,0.1
219,-16,-0.99,-16,-0.1,-0.2,-0.99,1996736827,-0.6,16,16,0.2,0.3,0.1,0.7,0.3
221,-16,-0.99,-16,-0.1,-0.2,-0.99,1996736881,-0.6,16,16,0.2,0.3,0.1,0.7,0.5
223,-16,-0.99,-16,-0.1,-0.2,-0.99,1996736978,-0.6,16,16,0.2,0.3,0.1,0.7,0.7
225,-16,-0.99,-16,-0.1,-0.2,-0.99,1996737064,-0.6,16,16,0.2,0.3,0.1,0.7,0.9
227,-16,-0.99,-16,-0.1,-0.2,-0.99,1996737130,-0.6,16,16,0.2,0.3,0.1,0.8,0.2
229,-16,-0.99,-16,-0.1,-0.2,-0.99,1996737284,-0.6,16,16,0.2,0.3,0.1,0.8,0.4
231,-16,-0.99,-16,-0.1,-0.2,-0.99,1996737342,-0.6,16,16,0.2,0.3,0.1,0.8,0.6
233,-16,-0.99,-16,-0.1,-0.2,-0.99,1996737440,-0.6,16,16,0.2,0.3,0.1,0.8,0.8
235,-16,-0.99,-16,-0.1,-0.2,-0.99,1996737496,-0.6,16,16,0.2,0.3,0.1,0.9,0.1
237,-16,-0.99,-16,-0.1,-0.2,-0.99,1996737560,-0.6,16,16,0.2,0.3,0.1,0.9,0.3
239,-16,-0.99,-16,-0.1,-0.2,-0.99,1996737635,-0.6,16,16,0.2,0.3,0.1,0.9,0.5
241,-16,-0.99,-16,-0.1,-0.2,-0.99,1996737699,-0.6,16,16,0.2,0.3,0.1,0.9,0.7
243,-16,-0.99,-16,-0.1,-0.2,-0.99,1996737749,-0.6,16,16,0.2,0.3,0.1,0.9,0.9
245,-16,-0.99,-16,-0.1,-0.2,-0.99,1996737832,-0.6,16,16,0.2,0.4,0.1,0.1,0.2
247,-16,-0.99,-16,-0.1,-0.2,-0.99,1996737875,-0.6,16,16,0.2,0.4,0.1,0.1,0.4
249,-16,-0.99,-16,-0.1,-0.2,-0.99,1996737923,-0.6,16,16,0.2,0.4,0.1,0.1,0.6
251,-16,-0.99,-16,-0.1,-0.2,-0.99,1996737996,-0.6,16,16,0.2,0.4,0.1,0.1,0.8
253,-16,-0.99,-16,-0.1,-0.2,-0.99,1996738070,-0.6,16,16,0.2,0.4,0.1,0.2,0.1
