"run","default_observer_minPycor","DI_f_2","default_observer_minPxcor","DO_f_3","DO_f_2","DI_doublefail","randomSeed","DO_doublefail","default_observer_maxPycor","default_observer_maxPxcor","DI_s_3","DI_s_2","DI_f_3","DO_s_3","DO_s_2"
1,-16,-0.99,-16,-0.1,-0.2,-0.99,1996605240,-0.6,16,16,0.2,0.1,0.1,0.1,0.1
3,-16,-0.99,-16,-0.1,-0.2,-0.99,1996608467,-0.6,16,16,0.2,0.1,0.1,0.1,0.3
5,-16,-0.99,-16,-0.1,-0.2,-0.99,1996609086,-0.6,16,16,0.2,0.1,0.1,0.1,0.5
7,-16,-0.99,-16,-0.1,-0.2,-0.99,1996610532,-0.6,16,16,0.2,0.1,0.1,0.1,0.7
9,-16,-0.99,-16,-0.1,-0.2,-0.99,1996611424,-0.6,16,16,0.2,0.1,0.1,0.1,0.9
2,-16,-0.99,-16,-0.1,-0.2,-0.99,1996605495,-0.6,16,16,0.2,0.1,0.1,0.1,0.2
4,-16,-0.99,-16,-0.1,-0.2,-0.99,1996608782,-0.6,16,16,0.2,0.1,0.1,0.1,0.4
6,-16,-0.99,-16,-0.1,-0.2,-0.99,1996609494,-0.6,16,16,0.2,0.1,0.1,0.1,0.6
8,-16,-0.99,-16,-0.1,-0.2,-0.99,1996610438,-0.6,16,16,0.2,0.1,0.1,0.1,0.8
