"run","Winner"
611,"empty"
611,"Resistance"
613,"empty"
613,"Spy"
615,"empty"
615,"Resistance"
617,"empty"
617,"Spy"
619,"empty"
619,"Spy"
621,"empty"
621,"Spy"
623,"empty"
623,"Spy"
625,"empty"
625,"Spy"
627,"empty"
627,"Resistance"
629,"empty"
629,"Spy"
631,"empty"
631,"Resistance"
633,"empty"
633,"Spy"
635,"empty"
635,"Spy"
637,"empty"
637,"Resistance"
639,"empty"
639,"Spy"
641,"empty"
641,"Spy"
643,"empty"
643,"Spy"
645,"empty"
645,"Spy"
647,"empty"
647,"Spy"
649,"empty"
649,"Spy"
651,"empty"
651,"Spy"
653,"empty"
653,"Spy"
655,"empty"
655,"Resistance"
657,"empty"
657,"Spy"
659,"empty"
659,"Resistance"
661,"empty"
661,"Spy"
663,"empty"
663,"Resistance"
665,"empty"
665,"Spy"
667,"empty"
667,"Spy"
669,"empty"
669,"Spy"
671,"empty"
671,"Spy"
673,"empty"
673,"Spy"
675,"empty"
675,"Spy"
677,"empty"
677,"Spy"
679,"empty"
679,"Spy"
681,"empty"
681,"Spy"
683,"empty"
683,"Spy"
685,"empty"
685,"Spy"
687,"empty"
687,"Spy"
689,"empty"
689,"Resistance"
691,"empty"
691,"Resistance"
693,"empty"
693,"Resistance"
695,"empty"
695,"Resistance"
697,"empty"
697,"Spy"
699,"empty"
699,"Spy"
701,"empty"
701,"Resistance"
703,"empty"
703,"Resistance"
705,"empty"
705,"Resistance"
707,"empty"
707,"Spy"
709,"empty"
709,"Spy"
711,"empty"
711,"Spy"
713,"empty"
713,"Resistance"
715,"empty"
715,"Spy"
717,"empty"
717,"Resistance"
719,"empty"
719,"Resistance"
721,"empty"
721,"Spy"
723,"empty"
723,"Resistance"
725,"empty"
725,"Spy"
727,"empty"
727,"Spy"
729,"empty"
729,"Spy"
2,"empty"
2,"Spy"
4,"empty"
4,"Spy"
6,"empty"
6,"Resistance"
8,"empty"
8,"Resistance"
10,"empty"
10,"Resistance"
12,"empty"
12,"Resistance"
14,"empty"
14,"Spy"
16,"empty"
16,"Resistance"
18,"empty"
18,"Spy"
20,"empty"
20,"Spy"
22,"empty"
22,"Resistance"
24,"empty"
24,"Spy"
26,"empty"
26,"Spy"
28,"empty"
28,"Spy"
30,"empty"
30,"Resistance"
32,"empty"
32,"Spy"
34,"empty"
34,"Resistance"
36,"empty"
36,"Resistance"
38,"empty"
38,"Spy"
40,"empty"
40,"Spy"
42,"empty"
42,"Resistance"
44,"empty"
44,"Resistance"
46,"empty"
46,"Spy"
48,"empty"
48,"Spy"
50,"empty"
50,"Resistance"
52,"empty"
52,"Spy"
54,"empty"
54,"Spy"
56,"empty"
56,"Spy"
58,"empty"
58,"Spy"
60,"empty"
60,"Spy"
62,"empty"
62,"Spy"
64,"empty"
64,"Spy"
66,"empty"
66,"Spy"
68,"empty"
68,"Resistance"
70,"empty"
70,"Spy"
72,"empty"
72,"Spy"
74,"empty"
74,"Spy"
76,"empty"
76,"Resistance"
78,"empty"
78,"Spy"
80,"empty"
80,"Spy"
82,"empty"
82,"Spy"
84,"empty"
84,"Resistance"
86,"empty"
86,"Spy"
88,"empty"
88,"Resistance"
90,"empty"
90,"Spy"
92,"empty"
92,"Spy"
94,"empty"
94,"Resistance"
96,"empty"
96,"Spy"
98,"empty"
98,"Spy"
100,"empty"
100,"Resistance"
102,"empty"
102,"Resistance"
104,"empty"
104,"Spy"
106,"empty"
106,"Resistance"
108,"empty"
108,"Spy"
110,"empty"
110,"Spy"
112,"empty"
112,"Spy"
114,"empty"
114,"Resistance"
116,"empty"
116,"Resistance"
118,"empty"
118,"Resistance"
120,"empty"
120,"Resistance"
122,"empty"
122,"Spy"
124,"empty"
124,"Spy"
126,"empty"
126,"Resistance"
128,"empty"
128,"Spy"
130,"empty"
130,"Spy"
132,"empty"
132,"Spy"
134,"empty"
134,"Spy"
136,"empty"
136,"Resistance"
138,"empty"
138,"Resistance"
140,"empty"
140,"Resistance"
142,"empty"
142,"Resistance"
144,"empty"
144,"Resistance"
146,"empty"
146,"Resistance"
148,"empty"
148,"Spy"
150,"empty"
150,"Resistance"
152,"empty"
152,"Spy"
154,"empty"
154,"Resistance"
156,"empty"
156,"Spy"
158,"empty"
158,"Spy"
160,"empty"
160,"Spy"
162,"empty"
162,"Spy"
164,"empty"
164,"Spy"
166,"empty"
166,"Spy"
168,"empty"
168,"Spy"
170,"empty"
170,"Spy"
172,"empty"
172,"Spy"
174,"empty"
174,"Spy"
176,"empty"
176,"Spy"
178,"empty"
178,"Spy"
180,"empty"
180,"Resistance"
182,"empty"
182,"Resistance"
184,"empty"
184,"Resistance"
186,"empty"
186,"Spy"
188,"empty"
188,"Spy"
190,"empty"
190,"Spy"
192,"empty"
192,"Spy"
194,"empty"
194,"Spy"
196,"empty"
196,"Spy"
198,"empty"
198,"Resistance"
200,"empty"
200,"Spy"
202,"empty"
202,"Resistance"
204,"empty"
204,"Spy"
206,"empty"
206,"Resistance"
208,"empty"
208,"Spy"
210,"empty"
210,"Spy"
212,"empty"
212,"Spy"
214,"empty"
214,"Resistance"
216,"empty"
216,"Spy"
218,"empty"
218,"Spy"
220,"empty"
220,"Resistance"
222,"empty"
222,"Spy"
224,"empty"
224,"Spy"
226,"empty"
226,"Spy"
228,"empty"
228,"Spy"
230,"empty"
230,"Spy"
232,"empty"
232,"Spy"
234,"empty"
234,"Resistance"
236,"empty"
236,"Spy"
238,"empty"
238,"Spy"
240,"empty"
240,"Spy"
242,"empty"
242,"Resistance"
244,"empty"
244,"Spy"
246,"empty"
246,"Spy"
248,"empty"
248,"Spy"
250,"empty"
250,"Resistance"
252,"empty"
252,"Spy"
254,"empty"
254,"Spy"
256,"empty"
256,"Resistance"
258,"empty"
258,"Spy"
260,"empty"
260,"Spy"
262,"empty"
262,"Resistance"
264,"empty"
264,"Spy"
266,"empty"
266,"Spy"
268,"empty"
268,"Spy"
270,"empty"
270,"Resistance"
272,"empty"
272,"Resistance"
274,"empty"
274,"Resistance"
276,"empty"
276,"Resistance"
278,"empty"
278,"Spy"
280,"empty"
280,"Resistance"
282,"empty"
282,"Spy"
284,"empty"
284,"Spy"
286,"empty"
286,"Spy"
288,"empty"
288,"Spy"
290,"empty"
290,"Spy"
292,"empty"
292,"Spy"
294,"empty"
294,"Spy"
296,"empty"
296,"Spy"
298,"empty"
298,"Spy"
300,"empty"
300,"Spy"
302,"empty"
302,"Spy"
304,"empty"
304,"Resistance"
306,"empty"
306,"Spy"
308,"empty"
308,"Resistance"
310,"empty"
310,"Spy"
312,"empty"
312,"Spy"
314,"empty"
314,"Spy"
316,"empty"
316,"Spy"
318,"empty"
318,"Spy"
320,"empty"
320,"Spy"
322,"empty"
322,"Spy"
324,"empty"
324,"Spy"
326,"empty"
326,"Spy"
328,"empty"
328,"Resistance"
330,"empty"
330,"Resistance"
332,"empty"
332,"Spy"
334,"empty"
334,"Spy"
336,"empty"
336,"Resistance"
338,"empty"
338,"Spy"
340,"empty"
340,"Spy"
342,"empty"
342,"Spy"
344,"empty"
344,"Spy"
346,"empty"
346,"Spy"
348,"empty"
348,"Resistance"
350,"empty"
350,"Resistance"
352,"empty"
352,"Resistance"
354,"empty"
354,"Resistance"
356,"empty"
356,"Spy"
358,"empty"
358,"Spy"
360,"empty"
360,"Spy"
362,"empty"
362,"Spy"
364,"empty"
364,"Spy"
366,"empty"
366,"Spy"
368,"empty"
368,"Spy"
370,"empty"
370,"Spy"
372,"empty"
372,"Resistance"
374,"empty"
374,"Spy"
376,"empty"
376,"Spy"
378,"empty"
378,"Spy"
380,"empty"
380,"Resistance"
382,"empty"
382,"Spy"
384,"empty"
384,"Resistance"
386,"empty"
386,"Spy"
388,"empty"
388,"Spy"
390,"empty"
390,"Spy"
392,"empty"
392,"Spy"
394,"empty"
394,"Spy"
396,"empty"
396,"Spy"
398,"empty"
398,"Resistance"
400,"empty"
400,"Spy"
402,"empty"
402,"Resistance"
404,"empty"
404,"Spy"
406,"empty"
406,"Resistance"
408,"empty"
408,"Spy"
410,"empty"
410,"Resistance"
412,"empty"
412,"Resistance"
414,"empty"
414,"Spy"
416,"empty"
416,"Spy"
418,"empty"
418,"Resistance"
420,"empty"
420,"Spy"
422,"empty"
422,"Spy"
424,"empty"
424,"Spy"
426,"empty"
426,"Spy"
428,"empty"
428,"Spy"
430,"empty"
430,"Resistance"
432,"empty"
432,"Resistance"
434,"empty"
434,"Resistance"
436,"empty"
436,"Spy"
438,"empty"
438,"Spy"
440,"empty"
440,"Resistance"
442,"empty"
442,"Resistance"
444,"empty"
444,"Spy"
446,"empty"
446,"Spy"
448,"empty"
448,"Spy"
450,"empty"
450,"Spy"
452,"empty"
452,"Resistance"
454,"empty"
454,"Spy"
456,"empty"
456,"Resistance"
458,"empty"
458,"Spy"
460,"empty"
460,"Spy"
462,"empty"
462,"Resistance"
464,"empty"
464,"Spy"
466,"empty"
466,"Spy"
468,"empty"
468,"Spy"
470,"empty"
470,"Spy"
472,"empty"
472,"Spy"
474,"empty"
474,"Resistance"
476,"empty"
476,"Resistance"
478,"empty"
478,"Spy"
480,"empty"
480,"Resistance"
482,"empty"
482,"Spy"
484,"empty"
484,"Resistance"
486,"empty"
486,"Spy"
488,"empty"
488,"Spy"
490,"empty"
490,"Resistance"
492,"empty"
492,"Resistance"
494,"empty"
494,"Spy"
496,"empty"
496,"Spy"
498,"empty"
498,"Spy"
500,"empty"
500,"Spy"
502,"empty"
502,"Spy"
504,"empty"
504,"Resistance"
506,"empty"
506,"Resistance"
508,"empty"
508,"Resistance"
510,"empty"
510,"Resistance"
512,"empty"
512,"Spy"
514,"empty"
514,"Spy"
516,"empty"
516,"Resistance"
518,"empty"
518,"Resistance"
520,"empty"
520,"Spy"
522,"empty"
522,"Spy"
524,"empty"
524,"Spy"
526,"empty"
526,"Resistance"
528,"empty"
528,"Spy"
530,"empty"
530,"Spy"
532,"empty"
532,"Resistance"
534,"empty"
534,"Resistance"
536,"empty"
536,"Resistance"
538,"empty"
538,"Spy"
540,"empty"
540,"Spy"
542,"empty"
542,"Resistance"
544,"empty"
544,"Resistance"
546,"empty"
546,"Spy"
548,"empty"
548,"Spy"
550,"empty"
550,"Spy"
552,"empty"
552,"Spy"
554,"empty"
554,"Spy"
556,"empty"
556,"Spy"
558,"empty"
558,"Resistance"
560,"empty"
560,"Spy"
562,"empty"
562,"Spy"
564,"empty"
564,"Spy"
566,"empty"
566,"Resistance"
568,"empty"
568,"Spy"
570,"empty"
570,"Spy"
572,"empty"
572,"Spy"
574,"empty"
574,"Spy"
576,"empty"
576,"Spy"
578,"empty"
578,"Spy"
580,"empty"
580,"Spy"
582,"empty"
582,"Spy"
584,"empty"
584,"Spy"
586,"empty"
586,"Resistance"
588,"empty"
588,"Resistance"
590,"empty"
590,"Spy"
592,"empty"
592,"Spy"
594,"empty"
594,"Resistance"
596,"empty"
596,"Resistance"
598,"empty"
598,"Spy"
600,"empty"
600,"Spy"
602,"empty"
602,"Resistance"
604,"empty"
604,"Spy"
606,"empty"
606,"Spy"
608,"empty"
608,"Spy"
610,"empty"
610,"Spy"
612,"empty"
612,"Spy"
614,"empty"
614,"Resistance"
616,"empty"
616,"Spy"
618,"empty"
618,"Spy"
620,"empty"
620,"Resistance"
622,"empty"
622,"Spy"
624,"empty"
624,"Spy"
626,"empty"
626,"Spy"
628,"empty"
628,"Spy"
630,"empty"
630,"Spy"
632,"empty"
632,"Resistance"
634,"empty"
634,"Resistance"
636,"empty"
636,"Spy"
638,"empty"
638,"Spy"
640,"empty"
640,"Resistance"
642,"empty"
642,"Spy"
644,"empty"
644,"Spy"
646,"empty"
646,"Spy"
648,"empty"
648,"Spy"
650,"empty"
650,"Resistance"
652,"empty"
652,"Resistance"
654,"empty"
654,"Resistance"
656,"empty"
656,"Resistance"
658,"empty"
658,"Spy"
660,"empty"
660,"Resistance"
662,"empty"
662,"Spy"
664,"empty"
664,"Spy"
666,"empty"
666,"Spy"
668,"empty"
668,"Resistance"
670,"empty"
670,"Resistance"
672,"empty"
672,"Spy"
674,"empty"
674,"Spy"
676,"empty"
676,"Spy"
678,"empty"
678,"Resistance"
680,"empty"
680,"Spy"
682,"empty"
682,"Resistance"
684,"empty"
684,"Spy"
686,"empty"
686,"Spy"
688,"empty"
688,"Spy"
690,"empty"
690,"Spy"
692,"empty"
692,"Spy"
694,"empty"
694,"Spy"
696,"empty"
696,"Spy"
698,"empty"
698,"Resistance"
700,"empty"
700,"Spy"
702,"empty"
702,"Spy"
704,"empty"
704,"Spy"
706,"empty"
706,"Resistance"
708,"empty"
708,"Resistance"
710,"empty"
710,"Resistance"
712,"empty"
712,"Resistance"
714,"empty"
714,"Spy"
716,"empty"
716,"Spy"
718,"empty"
718,"Resistance"
720,"empty"
720,"Resistance"
722,"empty"
722,"Spy"
724,"empty"
724,"Spy"
726,"empty"
726,"Resistance"
728,"empty"
728,"Spy"
