"run","Winner"
1,"empty"
1,"Spy"
3,"empty"
3,"Resistance"
5,"empty"
5,"Resistance"
7,"empty"
7,"Spy"
9,"empty"
9,"Resistance"
11,"empty"
11,"Spy"
13,"empty"
13,"Resistance"
15,"empty"
15,"Resistance"
17,"empty"
17,"Spy"
19,"empty"
19,"Spy"
21,"empty"
21,"Resistance"
23,"empty"
23,"Resistance"
25,"empty"
25,"Resistance"
27,"empty"
27,"Resistance"
29,"empty"
29,"Resistance"
2,"empty"
2,"Resistance"
4,"empty"
4,"Resistance"
6,"empty"
6,"Resistance"
8,"empty"
8,"Spy"
10,"empty"
10,"Spy"
12,"empty"
12,"Spy"
14,"empty"
14,"Spy"
16,"empty"
16,"Resistance"
18,"empty"
18,"Spy"
20,"empty"
20,"Resistance"
22,"empty"
22,"Resistance"
24,"empty"
24,"Spy"
26,"empty"
26,"Resistance"
28,"empty"
28,"Resistance"
30,"empty"
30,"Spy"
