"run","Winner"
170,"Resistance"
172,"empty"
172,"Resistance"
174,"empty"
174,"Resistance"
176,"empty"
176,"Resistance"
178,"empty"
178,"Resistance"
180,"empty"
180,"Resistance"
182,"empty"
182,"Resistance"
184,"empty"
184,"Resistance"
186,"empty"
186,"Spy"
188,"empty"
188,"Spy"
190,"empty"
190,"Spy"
192,"empty"
192,"Resistance"
194,"empty"
194,"Resistance"
196,"empty"
196,"Spy"
198,"empty"
198,"Resistance"
200,"empty"
200,"Spy"
202,"empty"
202,"Resistance"
204,"empty"
204,"Spy"
206,"empty"
206,"Spy"
208,"empty"
208,"Spy"
210,"empty"
210,"Resistance"
212,"empty"
212,"Spy"
214,"empty"
214,"Resistance"
216,"empty"
216,"Resistance"
218,"empty"
218,"Spy"
220,"empty"
220,"Spy"
222,"empty"
222,"Spy"
224,"empty"
224,"Spy"
226,"empty"
226,"Spy"
228,"empty"
228,"Spy"
230,"empty"
230,"Spy"
232,"empty"
232,"Resistance"
234,"empty"
234,"Resistance"
236,"empty"
236,"Spy"
238,"empty"
238,"Spy"
240,"empty"
240,"Spy"
242,"empty"
242,"Spy"
244,"empty"
244,"Spy"
246,"empty"
246,"Resistance"
248,"empty"
248,"Spy"
250,"empty"
250,"Spy"
252,"empty"
252,"Spy"
254,"empty"
254,"Spy"
256,"empty"
256,"Spy"
258,"empty"
258,"Resistance"
260,"empty"
260,"Spy"
262,"empty"
262,"Spy"
264,"empty"
264,"Resistance"
266,"empty"
266,"Resistance"
268,"empty"
268,"Resistance"
270,"empty"
270,"Spy"
272,"empty"
272,"Spy"
274,"empty"
274,"Spy"
276,"empty"
276,"Resistance"
278,"empty"
278,"Resistance"
280,"empty"
280,"Resistance"
282,"empty"
282,"Spy"
284,"empty"
284,"Spy"
286,"empty"
286,"Resistance"
288,"empty"
288,"Resistance"
290,"empty"
290,"Resistance"
292,"empty"
292,"Resistance"
294,"empty"
294,"Resistance"
296,"empty"
296,"Resistance"
298,"empty"
298,"Resistance"
300,"empty"
300,"Spy"
302,"empty"
302,"Spy"
304,"empty"
304,"Spy"
306,"empty"
306,"Spy"
308,"empty"
308,"Resistance"
310,"empty"
310,"Resistance"
312,"empty"
312,"Spy"
314,"empty"
314,"Spy"
316,"empty"
316,"Resistance"
318,"empty"
318,"Resistance"
320,"empty"
320,"Spy"
322,"empty"
322,"Spy"
324,"empty"
324,"Spy"
326,"empty"
326,"Spy"
328,"empty"
328,"Spy"
330,"empty"
330,"Spy"
332,"empty"
332,"Spy"
334,"empty"
334,"Resistance"
336,"empty"
336,"Spy"
338,"empty"
338,"Spy"
340,"empty"
340,"Resistance"
342,"empty"
342,"Spy"
344,"empty"
344,"Resistance"
346,"empty"
346,"Resistance"
348,"empty"
348,"Spy"
350,"empty"
350,"Resistance"
352,"empty"
352,"Spy"
354,"empty"
354,"Spy"
356,"empty"
356,"Spy"
358,"empty"
358,"Spy"
360,"empty"
360,"Spy"
362,"empty"
362,"Spy"
364,"empty"
364,"Spy"
366,"empty"
366,"Spy"
368,"empty"
368,"Resistance"
370,"empty"
370,"Spy"
372,"empty"
372,"Resistance"
374,"empty"
374,"Resistance"
376,"empty"
376,"Resistance"
378,"empty"
378,"Spy"
380,"empty"
380,"Spy"
382,"empty"
382,"Resistance"
384,"empty"
384,"Resistance"
386,"empty"
386,"Resistance"
388,"empty"
388,"Spy"
390,"empty"
390,"Spy"
392,"empty"
392,"Resistance"
394,"empty"
394,"Resistance"
396,"empty"
396,"Spy"
398,"empty"
398,"Resistance"
400,"empty"
400,"Spy"
402,"empty"
402,"Spy"
404,"empty"
404,"Spy"
406,"empty"
406,"Spy"
408,"empty"
408,"Spy"
410,"empty"
410,"Spy"
412,"empty"
412,"Resistance"
414,"empty"
414,"Spy"
416,"empty"
416,"Spy"
418,"empty"
418,"Resistance"
420,"empty"
420,"Spy"
422,"empty"
422,"Spy"
424,"empty"
424,"Spy"
426,"empty"
426,"Resistance"
428,"empty"
428,"Resistance"
430,"empty"
430,"Spy"
432,"empty"
432,"Spy"
434,"empty"
434,"Spy"
436,"empty"
436,"Resistance"
438,"empty"
438,"Spy"
440,"empty"
440,"Spy"
