"run","default_observer_minPycor","DI_f_2","default_observer_minPxcor","DO_f_3","DO_f_2","DI_doublefail","randomSeed","DO_doublefail","default_observer_maxPycor","default_observer_maxPxcor","DI_s_3","DI_s_2","DI_f_3","DO_s_3","DO_s_2"
1,-16,-0.99,-16,-0.1,-0.2,-0.99,1998516753,-0.6,16,16,0.2,0.3,0.1,0.1,0.1
3,-16,-0.99,-16,-0.1,-0.2,-0.99,1998519440,-0.6,16,16,0.2,0.3,0.1,0.1,0.3
5,-16,-0.99,-16,-0.1,-0.2,-0.99,1998520182,-0.6,16,16,0.2,0.3,0.1,0.1,0.5
7,-16,-0.99,-16,-0.1,-0.2,-0.99,1998520835,-0.6,16,16,0.2,0.3,0.1,0.2,0.2
9,-16,-0.99,-16,-0.1,-0.2,-0.99,1998521293,-0.6,16,16,0.2,0.3,0.1,0.2,0.4
11,-16,-0.99,-16,-0.1,-0.2,-0.99,1998521745,-0.6,16,16,0.2,0.3,0.1,0.3,0.1
13,-16,-0.99,-16,-0.1,-0.2,-0.99,1998522136,-0.6,16,16,0.2,0.3,0.1,0.3,0.3
15,-16,-0.99,-16,-0.1,-0.2,-0.99,1998522253,-0.6,16,16,0.2,0.3,0.1,0.3,0.5
17,-16,-0.99,-16,-0.1,-0.2,-0.99,1998522525,-0.6,16,16,0.2,0.3,0.1,0.4,0.2
19,-16,-0.99,-16,-0.1,-0.2,-0.99,1998522811,-0.6,16,16,0.2,0.3,0.1,0.4,0.4
21,-16,-0.99,-16,-0.1,-0.2,-0.99,1998523095,-0.6,16,16,0.2,0.3,0.1,0.5,0.1
23,-16,-0.99,-16,-0.1,-0.2,-0.99,1998523264,-0.6,16,16,0.2,0.3,0.1,0.5,0.3
25,-16,-0.99,-16,-0.1,-0.2,-0.99,1998523497,-0.6,16,16,0.2,0.3,0.1,0.5,0.5
27,-16,-0.99,-16,-0.1,-0.2,-0.99,1998523597,-0.6,16,16,0.2,0.4,0.1,0.1,0.2
29,-16,-0.99,-16,-0.1,-0.2,-0.99,1998523684,-0.6,16,16,0.2,0.4,0.1,0.1,0.4
31,-16,-0.99,-16,-0.1,-0.2,-0.99,1998524009,-0.6,16,16,0.2,0.4,0.1,0.2,0.1
33,-16,-0.99,-16,-0.1,-0.2,-0.99,1998524103,-0.6,16,16,0.2,0.4,0.1,0.2,0.3
35,-16,-0.99,-16,-0.1,-0.2,-0.99,1998524214,-0.6,16,16,0.2,0.4,0.1,0.2,0.5
37,-16,-0.99,-16,-0.1,-0.2,-0.99,1998524312,-0.6,16,16,0.2,0.4,0.1,0.3,0.2
39,-16,-0.99,-16,-0.1,-0.2,-0.99,1998524458,-0.6,16,16,0.2,0.4,0.1,0.3,0.4
41,-16,-0.99,-16,-0.1,-0.2,-0.99,1998524620,-0.6,16,16,0.2,0.4,0.1,0.4,0.1
43,-16,-0.99,-16,-0.1,-0.2,-0.99,1998524688,-0.6,16,16,0.2,0.4,0.1,0.4,0.3
45,-16,-0.99,-16,-0.1,-0.2,-0.99,1998524786,-0.6,16,16,0.2,0.4,0.1,0.4,0.5
47,-16,-0.99,-16,-0.1,-0.2,-0.99,1998524901,-0.6,16,16,0.2,0.4,0.1,0.5,0.2
49,-16,-0.99,-16,-0.1,-0.2,-0.99,1998525014,-0.6,16,16,0.2,0.4,0.1,0.5,0.4
51,-16,-0.99,-16,-0.1,-0.2,-0.99,1998525070,-0.6,16,16,0.2,0.5,0.1,0.1,0.1
53,-16,-0.99,-16,-0.1,-0.2,-0.99,1998525147,-0.6,16,16,0.2,0.5,0.1,0.1,0.3
55,-16,-0.99,-16,-0.1,-0.2,-0.99,1998525271,-0.6,16,16,0.2,0.5,0.1,0.1,0.5
57,-16,-0.99,-16,-0.1,-0.2,-0.99,1998525352,-0.6,16,16,0.2,0.5,0.1,0.2,0.2
59,-16,-0.99,-16,-0.1,-0.2,-0.99,1998525490,-0.6,16,16,0.2,0.5,0.1,0.2,0.4
61,-16,-0.99,-16,-0.1,-0.2,-0.99,1998525583,-0.6,16,16,0.2,0.5,0.1,0.3,0.1
63,-16,-0.99,-16,-0.1,-0.2,-0.99,1998525693,-0.6,16,16,0.2,0.5,0.1,0.3,0.3
65,-16,-0.99,-16,-0.1,-0.2,-0.99,1998525835,-0.6,16,16,0.2,0.5,0.1,0.3,0.5
67,-16,-0.99,-16,-0.1,-0.2,-0.99,1998525994,-0.6,16,16,0.2,0.5,0.1,0.4,0.2
69,-16,-0.99,-16,-0.1,-0.2,-0.99,1998526083,-0.6,16,16,0.2,0.5,0.1,0.4,0.4
71,-16,-0.99,-16,-0.1,-0.2,-0.99,1998526144,-0.6,16,16,0.2,0.5,0.1,0.5,0.1
73,-16,-0.99,-16,-0.1,-0.2,-0.99,1998526227,-0.6,16,16,0.2,0.5,0.1,0.5,0.3
75,-16,-0.99,-16,-0.1,-0.2,-0.99,1998526278,-0.6,16,16,0.2,0.5,0.1,0.5,0.5
77,-16,-0.99,-16,-0.1,-0.2,-0.99,1998526430,-0.6,16,16,0.2,0.6,0.1,0.1,0.2
79,-16,-0.99,-16,-0.1,-0.2,-0.99,1998526563,-0.6,16,16,0.2,0.6,0.1,0.1,0.4
81,-16,-0.99,-16,-0.1,-0.2,-0.99,1998526692,-0.6,16,16,0.2,0.6,0.1,0.2,0.1
83,-16,-0.99,-16,-0.1,-0.2,-0.99,1998526857,-0.6,16,16,0.2,0.6,0.1,0.2,0.3
85,-16,-0.99,-16,-0.1,-0.2,-0.99,1998526955,-0.6,16,16,0.2,0.6,0.1,0.2,0.5
87,-16,-0.99,-16,-0.1,-0.2,-0.99,1998527011,-0.6,16,16,0.2,0.6,0.1,0.3,0.2
89,-16,-0.99,-16,-0.1,-0.2,-0.99,1998527069,-0.6,16,16,0.2,0.6,0.1,0.3,0.4
91,-16,-0.99,-16,-0.1,-0.2,-0.99,1998527136,-0.6,16,16,0.2,0.6,0.1,0.4,0.1
93,-16,-0.99,-16,-0.1,-0.2,-0.99,1998527294,-0.6,16,16,0.2,0.6,0.1,0.4,0.3
95,-16,-0.99,-16,-0.1,-0.2,-0.99,1998527363,-0.6,16,16,0.2,0.6,0.1,0.4,0.5
97,-16,-0.99,-16,-0.1,-0.2,-0.99,1998527433,-0.6,16,16,0.2,0.6,0.1,0.5,0.2
99,-16,-0.99,-16,-0.1,-0.2,-0.99,1998527527,-0.6,16,16,0.2,0.6,0.1,0.5,0.4
101,-16,-0.99,-16,-0.1,-0.2,-0.99,1998527608,-0.6,16,16,0.2,0.7,0.1,0.1,0.1
103,-16,-0.99,-16,-0.1,-0.2,-0.99,1998527705,-0.6,16,16,0.2,0.7,0.1,0.1,0.3
